"idpersona","idmatriculacion","carrera_siglas","cohorte","cohorte_anio","fechainicio","fechafin","estado"
"33815","70765","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"11552","70767","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"22103","70770","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"48163","70791","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"11854","70812","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"16401","70818","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"37887","70838","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48152","70869","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"28889","70870","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"37001","70877","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"43559","70892","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"30311","70918","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"11350","70929","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"26228","70945","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"20220","70964","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"27830","70972","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"24998","70981","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"44244","70995","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"43454","70997","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"36277","71009","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48232","71013","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"17323","71020","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"27431","71043","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"47489","71053","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"24859","71058","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"28508","71076","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"23750","71079","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48280","71117","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"35891","71119","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"30084","71121","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"18840","71139","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"27913","71149","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"45308","71150","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"43558","71166","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"45576","71170","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"36105","71194","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"10590","71200","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"45038","71245","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"48287","71294","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"11007","71315","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"44777","71348","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Abandonó"
"34061","71355","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"30196","71385","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"4523","71410","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"12819","71424","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48416","71433","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"34723","71460","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"36005","71480","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"48455","71495","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"48460","71506","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"34043","71507","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"17087","71516","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"39354","71519","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Reprobado"
"48480","71522","SEMINARIOSARMIENTO","Abril 2022","2022","2022-04-13","2022-06-21","Aprobado"
"21893","71664","SEMINARIOSARMIENTO","Abril 2022","2022",NULL,NULL,"Abandonó"
"34108","73749","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"36382","73752","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"39697","73770","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"48429","73813","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"50069","73822","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"49770","73837","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"36249","73875","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"26769","73898","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"12314","73901","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"48107","73918","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"22573","73919","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"15335","73928","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"32244","73929","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"42393","73932","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"43250","73957","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"41426","73999","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"38080","74008","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"21893","74009","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"49779","74014","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"47141","74029","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"34677","74046","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"35347","74061","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"39570","74071","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"17133","74076","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"25017","74079","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"50151","74092","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"48139","74097","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"36794","74101","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"25059","74114","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"47659","74134","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"42463","74155","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"36104","74204","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"11087","74245","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"30371","74247","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"48199","74289","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"44513","74313","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"44739","74323","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"39585","74374","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"21059","74451","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"48091","74493","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"15104","74523","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"34479","74552","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50277","74589","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50285","74606","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50249","74609","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"17563","74611","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"16805","74624","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"17343","74625","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"30226","74634","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50326","74681","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"17217","74682","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"45607","74694","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"43500","74695","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"50331","74696","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"35874","74699","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50235","74712","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"17267","74721","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"11085","74731","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"50354","74733","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"27816","74769","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"39550","74771","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"25484","74773","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"17474","74795","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"50394","74796","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"34326","74800","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"37859","74881","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"39571","74884","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"47336","74885","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"48264","74914","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"23164","74915","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"31346","74991","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"48053","74999","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"26050","75041","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"50521","75046","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"20082","75084","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"43754","75095","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"16345","75097","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"20888","75123","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"36868","75137","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"47702","75148","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"24131","75171","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"22662","75176","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"7671","75199","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"50629","75204","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"16998","75212","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"50647","75243","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"40063","75249","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"39669","75256","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"11247","75261","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"11245","75262","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"40011","75283","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"33340","75290","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"12152","75301","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"19626","75302","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"35990","75315","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"42575","75316","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"50679","75320","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"45309","75329","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"31610","75336","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"17177","75347","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"39690","75356","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"16859","75359","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"11281","75401","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"10872","75408","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"17140","75417","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"42924","75418","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"31909","75430","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"34044","75431","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"46700","75432","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"46046","75448","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"43576","75512","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"17989","75521","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Reprobado"
"17079","75528","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Aprobado"
"47889","75573","SEMINARIOSARMIENTO","Agosto 2022","2022","2022-08-17","2022-10-25","Abandonó"
"36144","80438","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"33134","80443","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"31569","80459","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"40950","80477","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"38595","80506","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48482","80528","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"37729","80570","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"33111","80572","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"12808","80575","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17138","80603","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48281","80616","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"16938","80621","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"26851","80623","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"19197","80718","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"53410","80724","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"48134","80725","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"27785","80744","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48863","80745","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"45709","80763","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"50339","80813","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"10408","80826","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17806","80830","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34593","80858","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"31612","80936","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17140","80959","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"37488","80968","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"53864","81001","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"45466","81018","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"4302","81023","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"14812","81045","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"21313","81076","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17323","81123","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"53915","81130","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"11921","81187","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"50278","81191","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"36159","81206","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"16705","81229","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"20568","81231","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48821","81268","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"50114","81273","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34723","81334","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"29161","81336","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"54026","81377","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"50241","81384","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"53799","81415","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"24263","81434","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"39585","81437","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34677","81446","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"29366","81459","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"16998","81466","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34665","81467","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"11007","81494","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"17331","81537","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"31993","81538","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"16338","81614","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando condicional"
"48145","81661","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17563","81663","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"34686","81668","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"13563","81691","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48944","81727","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"25804","81790","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"37743","81836","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"48623","81878","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"37001","81954","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"50392","81978","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"31377","82048","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"33323","82051","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"54118","82063","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"54265","82082","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"33463","82096","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"16460","82131","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17287","82137","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"31236","82140","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"54392","82149","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17989","82150","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"36363","82162","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34026","82163","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"19115","82202","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"53004","82203","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"52984","82211","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"47608","82220","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17857","82260","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"28152","82477","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Abandonó"
"16264","82484","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"37061","82530","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"17171","82628","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"27183","82633","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"34089","82643","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"38269","82644","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"22662","82682","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
"10127","82688","SEMINARIOSARMIENTO","Mayo 2023","2023","2023-05-03","2023-07-05","Cursando"
