"idpersona","idmatriculacion","carrera_siglas","cohorte","cohorte_anio","fechainicio","fechafin","estado"
"9712","11388","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"9728","11401","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"9778","11467","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"4302","11567","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"4736","11577","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"6919","11593","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"9832","11595","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"4567","11632","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"9908","11677","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"9911","11685","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10002","11835","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10090","11951","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10105","11967","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10106","11970","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10117","11993","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10122","11996","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"9960","12001","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10127","12003","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10156","12035","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10180","12060","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10179","12062","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10196","12087","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10206","12099","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10241","12141","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10253","12156","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10257","12170","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10271","12187","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"9938","12208","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10287","12219","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10288","12220","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10293","12223","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10299","12231","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"8787","12232","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10323","12263","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10321","12266","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10330","12278","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10333","12282","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10337","12288","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"9802","12294","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10343","12299","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10350","12306","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10354","12310","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10368","12326","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10378","12340","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10380","12342","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10386","12348","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10389","12354","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10309","12366","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10403","12375","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10437","12420","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10435","12421","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10444","12432","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10470","12455","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10477","12463","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10495","12486","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10500","12496","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10515","12512","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10519","12518","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10545","12557","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10552","12560","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10574","12591","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10579","12593","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10580","12595","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10587","12603","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10603","12619","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10605","12622","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10622","12646","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10630","12659","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10640","12669","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10663","12693","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10673","12707","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10678","12711","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10688","12720","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10729","12768","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10739","12781","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10547","12804","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10753","12812","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10763","12828","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10776","12843","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10783","12848","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10830","12911","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10859","12940","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10786","12955","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10853","12957","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10867","12961","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10869","12966","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10872","12969","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10874","12981","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10895","13002","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10896","13007","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10906","13012","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10894","13043","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10936","13046","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10956","13077","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10957","13078","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10991","13111","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10993","13115","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10998","13117","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"9379","13125","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11015","13141","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11018","13145","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11016","13148","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11022","13154","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11009","13164","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10974","13176","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11059","13200","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11062","13203","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11063","13204","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11069","13210","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11085","13221","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11097","13240","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11100","13246","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11104","13250","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11098","13251","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11047","13273","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11145","13307","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11150","13315","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11152","13321","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11157","13323","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11168","13340","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11185","13365","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11188","13373","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11195","13391","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11198","13395","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11206","13404","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11205","13405","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"10922","13410","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11252","13449","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11250","13450","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11257","13464","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11286","13490","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11304","13513","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11310","13520","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11329","13548","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11356","13596","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"10600","13613","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11374","13623","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11385","13636","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11402","13646","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11403","13648","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11410","13657","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11411","13658","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11428","13674","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11436","13680","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11477","13730","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11480","13734","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11493","13746","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11516","13765","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11512","13766","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11515","13771","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11532","13797","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11529","13799","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11540","13801","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11551","13821","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11550","13822","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11562","13826","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11564","13827","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11581","13854","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11584","13856","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11571","13858","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11589","13861","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11600","13882","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11601","13883","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"7121","13912","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11636","13931","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11639","13933","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11640","13934","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11660","13958","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11666","13966","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11664","13967","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"5776","13970","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11665","13972","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11644","13975","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11649","13979","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11647","13980","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11673","13983","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11706","14041","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11715","14064","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11761","14126","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11770","14141","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11771","14142","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11775","14146","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11776","14147","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11782","14152","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11786","14157","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11787","14159","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11791","14161","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11819","14191","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11842","14224","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11528","14229","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11850","14235","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11854","14244","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11856","14253","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11455","14261","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"11459","14262","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11866","14269","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11867","14270","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11884","14286","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11899","14304","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11915","14324","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11916","14325","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11928","14336","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11926","14340","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11937","14353","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11941","14362","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11936","14363","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11634","14385","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11963","14390","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11973","14400","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"11832","14401","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11967","14402","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11812","14403","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10249","14404","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Aprobado"
"10455","14405","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11894","14406","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11768","14411","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11542","14412","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11763","14413","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11767","14414","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11549","14417","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11835","14418","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Abandonó"
"12152","14697","SEMINARIOSARMIENTO","Agosto 2017","2017","2017-08-23","2017-11-08","Reprobado"
"11797","20779","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"10557","20788","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"6349","20790","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"16446","20884","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"11786","20887","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16640","20979","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16649","20988","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"16401","21030","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"16795","21064","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"16797","21066","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"10874","21076","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"16447","21078","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16827","21083","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"16894","21124","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16948","21147","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"5776","21148","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16964","21157","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16970","21160","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16967","21161","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"11516","21169","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"17018","21192","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"16947","21221","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"17107","21229","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16445","21237","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16946","21249","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"17144","21253","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"16768","21259","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"17098","21289","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"17218","21295","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"5814","21310","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"17208","21314","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
"17174","21349","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"17302","21350","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"17321","21363","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Abandonó"
"17331","21373","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"17339","21374","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Reprobado"
"17090","21379","SEMINARIOSARMIENTO","Abril 2018","2018","2018-04-11","2018-06-28","Aprobado"
