idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,matriculados_aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_1er_uc,tiene_egresados,tiene_egresados_inter,vigencia_prop,activos_RAI,aprobados_sem
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,1,No,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,0,0,0,1,0,1,1,No,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,3,0,1,2,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2022,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,NULL,NULL,NULL,0,7,0,0,6,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2021,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,NULL,NULL,NULL,0,16,0,5,10,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,9,0,1,6,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2020,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,NULL,NULL,NULL,0,39,0,7,7,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,31,12,NULL,0,0,0,0,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2019,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,NULL,NULL,NULL,0,60,0,35,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,0,0,0,2,0,1,1,No,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,15,0,0,9,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2022,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,2,0,0,2,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,2,0,0,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,2,0,1,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,14,0,10,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2020,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,9,0,1,2,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,17,0,8,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,58,33,27,0,27,0,0,0,27,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,22,0,16,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,26,0,21,0,0,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,76,52,40,0,40,0,0,0,40,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,255,146,94,0,92,0,0,0,94,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,106,59,38,0,38,0,0,0,38,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,66,41,23,0,22,0,0,0,23,1,1,Si,NULL,NULL
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,febrero 2018,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,31,19,1,0,1,0,0,0,1,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2023,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,1,No,8,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2023,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,1,No,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,2,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,3,0,1,7,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,3,0,1,0,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,1,0,0,1,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,1,0,1,1,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,3,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,17,0,0,4,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,21,0,16,0,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,39,30,24,0,24,0,0,0,24,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,9,NULL,NULL,NULL,NULL,NULL,0,0,NULL,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,14,0,0,10,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,16,0,13,0,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,46,32,23,0,23,0,0,0,23,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,NULL,NULL,NULL,0,13,0,4,8,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,NULL,NULL,NULL,0,12,0,5,25,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,NULL,NULL,NULL,0,105,0,1,41,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,NULL,NULL,NULL,0,132,0,91,0,0,1,1,Si,NULL,NULL
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,febrero 2018,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,269,200,165,0,162,0,0,0,165,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2023,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,NULL,NULL,NULL,0,1,NULL,1,1,No,2,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2022,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,NULL,NULL,NULL,0,1,0,0,3,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2022,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,1,0,1,0,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,1,0,0,8,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2022,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,1,0,0,1,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,2,0,0,4,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,NULL,NULL,NULL,0,3,0,2,11,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,5,0,0,14,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2022,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,NULL,NULL,NULL,0,7,0,1,2,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,NULL,NULL,NULL,0,2,0,0,1,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2020,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,19,0,0,7,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,NULL,NULL,NULL,0,20,0,17,0,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,50,37,26,0,26,0,0,0,26,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,NULL,NULL,NULL,0,5,0,3,2,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,23,0,0,14,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,NULL,NULL,NULL,0,23,0,21,0,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,49,40,32,0,32,0,0,0,32,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,NULL,NULL,NULL,0,14,0,0,6,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,NULL,NULL,NULL,0,24,0,16,0,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,46,33,29,0,29,0,0,0,29,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,3,0,1,2,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,46,0,0,24,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2020,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,NULL,NULL,NULL,0,6,0,0,1,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2019,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,NULL,NULL,NULL,0,7,0,6,0,0,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,40,22,12,0,12,0,0,0,12,1,1,Si,NULL,NULL
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,febrero 2018,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,NULL,NULL,NULL,0,63,0,50,0,0,1,1,Si,NULL,NULL
